Была запущена функция check_exists_id Проверка и увеличение id 2022-11-22 18:38:25.573015
Была запущена функция enter_stud_data Создание новой записи 2022-11-22 18:38:52.408183
Была запущена функция save_data Запись в файл 2022-11-22 18:38:54.620804
Была запущена функция show_dict_txt Показать спарвочник если существует 2022-11-22 18:38:55.275302
Была запущена функция check_exists_id Проверка и увеличение id 2022-11-22 18:39:08.280524
Была запущена функция enter_stud_data Создание новой записи 2022-11-22 18:39:35.689283
Была запущена функция save_data Запись в файл 2022-11-22 18:39:37.354526
Была запущена функция show_dict_txt Показать спарвочник если существует 2022-11-22 18:39:37.809493
Была запущена функция check_exists_id Проверка и увеличение id 2022-11-22 18:39:45.567244
Была запущена функция enter_stud_data Создание новой записи 2022-11-22 18:40:17.965319
Была запущена функция save_data Запись в файл 2022-11-22 18:40:19.155810
Была запущена функция show_dict_txt Показать спарвочник если существует 2022-11-22 18:40:19.550808
Была запущена функция show_dict_txt Показать спарвочник если существует 2022-11-23 09:13:27.327131
Была запущена функция show_dict_txt Показать спарвочник если существует 2022-11-23 09:13:40.667812
Была запущена функция correction_data None 2022-11-23 09:14:16.362296
Была запущена функция show_dict_txt Показать спарвочник если существует 2022-11-23 09:14:18.203258
Была запущена функция check_exists_id Проверка и увеличение id 2022-11-23 09:15:12.005638
Была запущена функция enter_stud_data Создание новой записи 2022-11-23 09:15:45.486839
Была запущена функция save_data Запись в файл 2022-11-23 09:15:47.898520
Была запущена функция show_dict_txt Показать спарвочник если существует 2022-11-23 09:15:50.621858
